Original Sort,PARCEL,Neighborhood,Property Type,Full Address,latitude,longitude,Did it sell?,Prediction,Actual,Prediction Result
1590,4334009165,Beverly Grove,Condo,"320 S Willaman Dr #202, Los Angeles, CA 90048",34.0729515,-118.3802846,0,0,0,Prediction Correct - Not Sold
1596,4334009171,Beverly Grove,Condo,"320 S Willaman Dr #304, Los Angeles, CA 90048",34.0729515,-118.3802846,0,0,0,Prediction Correct - Not Sold
1666,4334011091,Beverly Grove,Condo,"325 Arnaz Dr #202, Los Angeles, CA 90048",34.0729382,-118.3829539,0,0,0,Prediction Correct - Not Sold
1748,5511033044,Beverly Grove,Condo,"8420 Blackburn Ave #301, Los Angeles, CA 90048",34.071941,-118.374187,0,0,0,Prediction Correct - Not Sold
1749,5511033045,Beverly Grove,Condo,"8420 Blackburn Ave #302, Los Angeles, CA 90048",34.071941,-118.374187,0,0,0,Prediction Correct - Not Sold
1783,5510027049,Beverly Grove,Condo,"637 S Fairfax Ave #302, Los Angeles, CA 90036",34.0638639,-118.3617166,0,0,0,Prediction Correct - Not Sold
1786,5510027052,Beverly Grove,Condo,"637 S Fairfax Ave #401, Los Angeles, CA 90036",34.0638639,-118.3617166,0,0,0,Prediction Correct - Not Sold
1794,5510027060,Beverly Grove,Condo,"637 S Fairfax Ave #601, Los Angeles, CA 90036",34.0638639,-118.3617166,0,0,0,Prediction Correct - Not Sold
1804,5089025045,Beverly Grove,Condo,"5525 W Olympic Blvd #303, Los Angeles, CA 90036",34.0575345,-118.3498345,0,0,0,Prediction Correct - Not Sold
1813,5089026046,Beverly Grove,Condo,"5601 W Olympic Blvd #301, Los Angeles, CA 90036",34.0575981,-118.351648,0,0,0,Prediction Correct - Not Sold
1872,4332018067,Beverly Grove,Condo,"1135 S Shenandoah St #202, Los Angeles, CA 90035",34.0560746,-118.3818255,0,0,0,Prediction Correct - Not Sold
1873,4332018068,Beverly Grove,Condo,"1135 S Shenandoah St #203, Los Angeles, CA 90035",34.0560746,-118.3818255,0,0,0,Prediction Correct - Not Sold
1947,5511011022,Beverly Grove,Condo,"123 N Kings Rd #5, Los Angeles, CA 90048",34.0752825,-118.3724421,0,0,0,Prediction Correct - Not Sold
1950,5511011025,Beverly Grove,Condo,"123 N Kings Rd #8, Los Angeles, CA 90048",34.0752825,-118.3724421,0,0,0,Prediction Correct - Not Sold
2021,5085033008,Beverly Grove,Single Famly,"1364 S Ridgeley Dr, Los Angeles, CA 90019",34.0491883,-118.355212,0,0,0,Prediction Correct - Not Sold
2023,5510005006,Beverly Grove,Single Famly,"6727 Drexel Ave, Los Angeles, CA 90048",34.0699545,-118.3747376,0,0,0,Prediction Correct - Not Sold
2028,5511039001,Beverly Grove,Single Famly,"6309 Colgate Ave, Los Angeles, CA 90048",34.0695235,-118.3620526,0,0,0,Prediction Correct - Not Sold
2033,5511043009,Beverly Grove,Single Famly,"6639 Colgate Ave, Los Angeles, CA 90048",34.0704372,-118.3719246,0,0,0,Prediction Correct - Not Sold
2034,5511043016,Beverly Grove,Single Famly,"6677 Colgate Ave, Los Angeles, CA 90048",34.0705929,-118.3730622,0,0,0,Prediction Correct - Not Sold
2037,5085008015,Beverly Grove,Single Famly,"1137 S Burnside Ave, Los Angeles, CA 90019",34.0547851,-118.3527304,0,0,0,Prediction Correct - Not Sold
2044,5511044026,Beverly Grove,Single Famly,"8432 W 4th St, Los Angeles, CA 90048",34.0711915,-118.3746627,0,0,0,Prediction Correct - Not Sold
2052,5085027021,Beverly Grove,Single Famly,"1317 S Curson Ave, Los Angeles, CA 90019",34.0515994,-118.3596404,0,0,0,Prediction Correct - Not Sold
2055,5085012017,Beverly Grove,Single Famly,"5428 Edgewood Pl, Los Angeles, CA 90019",34.054234,-118.3513194,0,0,0,Prediction Correct - Not Sold
2065,5070007020,Beverly Grove,Single Famly,"1322 Meadowbrook Ave, Los Angeles, CA 90019",34.0495769,-118.349505,0,0,0,Prediction Correct - Not Sold
2072,5070008002,Beverly Grove,Single Famly,"1259 S Redondo Blvd, Los Angeles, CA 90019",34.0512671,-118.3483065,0,0,0,Prediction Correct - Not Sold
2075,5070008009,Beverly Grove,Single Famly,"1293 S Redondo Blvd, Los Angeles, CA 90019",34.0503829,-118.348683,0,0,0,Prediction Correct - Not Sold
2084,5085020014,Beverly Grove,Single Famly,"1220 S Sierra Bonita Ave, Los Angeles, CA 90019",34.0528909,-118.3576773,0,0,0,Prediction Correct - Not Sold
2089,5084030002,Beverly Grove,Single Famly,"1207 S Sycamore Ave, Los Angeles, CA 90019",34.0531695,-118.3464447,0,0,0,Prediction Correct - Not Sold
2090,5070005010,Beverly Grove,Single Famly,"1266 S Sycamore Ave, Los Angeles, CA 90019",34.0507156,-118.3467541,0,0,0,Prediction Correct - Not Sold
2097,5089019016,Beverly Grove,Single Famly,"833 S Burnside Ave, Los Angeles, CA 90036",34.0597643,-118.3506942,0,0,0,Prediction Correct - Not Sold
2118,5088007005,Beverly Grove,Single Famly,"6432 Moore Dr, Los Angeles, CA 90048",34.0596913,-118.3707837,0,0,0,Prediction Correct - Not Sold
2125,5070011003,Beverly Grove,Single Famly,"1313 S Cloverdale Ave, Los Angeles, CA 90019",34.05028,-118.351042,0,0,0,Prediction Correct - Not Sold
2129,5088002042,Beverly Grove,Single Famly,"6125 Warner Dr, Los Angeles, CA 90048",34.0623186,-118.3628404,0,0,0,Prediction Correct - Not Sold
2138,4334020037,Beverly Grove,Single Famly,"8619 Clifton Way, Beverly Hills, CA 90211",34.0694824,-118.3790879,0,0,0,Prediction Correct - Not Sold
2143,4334020041,Beverly Grove,Single Famly,"8665 Clifton Way, Beverly Hills, CA 90211",34.0695104,-118.3804117,0,0,0,Prediction Correct - Not Sold
2148,5085009018,Beverly Grove,Single Famly,"1046 S Burnside Ave, Los Angeles, CA 90019",34.0559712,-118.3516052,0,0,0,Prediction Correct - Not Sold
2150,5085009020,Beverly Grove,Single Famly,"1056 S Burnside Ave, Los Angeles, CA 90019",34.055712,-118.3517016,0,0,0,Prediction Correct - Not Sold
2152,5085008021,Beverly Grove,Single Famly,"1107 S Burnside Ave, Los Angeles, CA 90019",34.0555655,-118.352427,0,0,0,Prediction Correct - Not Sold
2158,5085005013,Beverly Grove,Single Famly,"1123 Carmona Ave, Los Angeles, CA 90019",34.0551386,-118.3554596,0,0,0,Prediction Correct - Not Sold
2161,5085019013,Beverly Grove,Single Famly,"1213 Carmona Ave, Los Angeles, CA 90019",34.0529768,-118.3562164,0,0,0,Prediction Correct - Not Sold
2162,5085019016,Beverly Grove,Single Famly,"1231 Carmona Ave, Los Angeles, CA 90019",34.0525311,-118.356399,0,0,0,Prediction Correct - Not Sold
2171,5085021008,Beverly Grove,Single Famly,"1132 S Curson Ave, Los Angeles, CA 90019",34.0541651,-118.3581795,0,0,0,Prediction Correct - Not Sold
2175,5085021013,Beverly Grove,Single Famly,"1202 S Curson Ave, Los Angeles, CA 90019",34.0534875,-118.3584558,0,0,0,Prediction Correct - Not Sold
2178,5085022006,Beverly Grove,Single Famly,"1227 S Curson Ave, Los Angeles, CA 90019",34.0529822,-118.3592296,0,0,0,Prediction Correct - Not Sold
2191,5085011006,Beverly Grove,Single Famly,"1110 S Dunsmuir Ave, Los Angeles, CA 90019",34.0552723,-118.3507474,0,0,0,Prediction Correct - Not Sold
2193,5085009035,Beverly Grove,Single Famly,"1121 S Dunsmuir Ave, Los Angeles, CA 90019",34.0551341,-118.3514008,0,0,0,Prediction Correct - Not Sold
2194,5085011009,Beverly Grove,Single Famly,"1126 S Dunsmuir Ave, Los Angeles, CA 90019",34.0548804,-118.3509478,0,0,0,Prediction Correct - Not Sold
2198,5085012018,Beverly Grove,Single Famly,"5422 Edgewood Pl, Los Angeles, CA 90019",34.0542089,-118.3511486,0,0,0,Prediction Correct - Not Sold
2207,5085006019,Beverly Grove,Single Famly,"1047 Hauser Blvd, Los Angeles, CA 90019",34.0561025,-118.3544358,0,0,0,Prediction Correct - Not Sold
2210,5085007013,Beverly Grove,Single Famly,"1106 Hauser Blvd, Los Angeles, CA 90019",34.055384,-118.3539387,0,0,0,Prediction Correct - Not Sold
2216,5085017007,Beverly Grove,Single Famly,"1218 Hauser Blvd, Los Angeles, CA 90019",34.0527372,-118.3549414,0,0,0,Prediction Correct - Not Sold
2218,5085017011,Beverly Grove,Single Famly,"1244 Hauser Blvd, Los Angeles, CA 90019",34.0521435,-118.3552038,0,0,0,Prediction Correct - Not Sold
2229,5085020025,Beverly Grove,Single Famly,"1179 Masselin Ave, Los Angeles, CA 90019",34.053702,-118.3569667,0,0,0,Prediction Correct - Not Sold
2232,5085019027,Beverly Grove,Single Famly,"1206 Masselin Ave, Los Angeles, CA 90019",34.053051,-118.3566012,0,0,0,Prediction Correct - Not Sold
2239,5084029005,Beverly Grove,Single Famly,"1223 S Orange Dr, Los Angeles, CA 90019",34.0527805,-118.3455432,0,0,0,Prediction Correct - Not Sold
2240,5084028030,Beverly Grove,Single Famly,"1232 S Orange Dr, Los Angeles, CA 90019",34.0524741,-118.3451219,0,0,0,Prediction Correct - Not Sold
2254,5085021032,Beverly Grove,Single Famly,"1207 S Sierra Bonita Ave, Los Angeles, CA 90019",34.0533995,-118.3580426,0,0,0,Prediction Correct - Not Sold
2275,5084029034,Beverly Grove,Single Famly,"1254 S Sycamore Ave, Los Angeles, CA 90019",34.051496,-118.346408,0,0,0,Prediction Correct - Not Sold
2278,5087018003,Beverly Grove,Single Famly,"1021 Stearns Dr, Los Angeles, CA 90035",34.0581256,-118.3687304,0,0,0,Prediction Correct - Not Sold
2285,5089019013,Beverly Grove,Single Famly,"819 S Burnside Ave, Los Angeles, CA 90036",34.0601875,-118.3506043,0,0,0,Prediction Correct - Not Sold
2294,5527025002,Beverly Grove,Single Famly,"7660 Clinton St, Los Angeles, CA 90036",34.0816647,-118.3568197,0,0,0,Prediction Correct - Not Sold
2299,5089021012,Beverly Grove,Single Famly,"809 S Cloverdale Ave, Los Angeles, CA 90036",34.060283,-118.3471797,0,0,0,Prediction Correct - Not Sold
2312,5089024005,Beverly Grove,Single Famly,"926 S Cochran Ave, Los Angeles, CA 90036",34.0581507,-118.3485102,0,0,0,Prediction Correct - Not Sold
2319,5526016017,Beverly Grove,Single Famly,"610 N Curson Ave, Los Angeles, CA 90036",34.0822536,-118.3550806,0,0,0,Prediction Correct - Not Sold
2326,5526015006,Beverly Grove,Single Famly,"631 N Curson Ave, Los Angeles, CA 90036",34.0827766,-118.3555711,0,0,0,Prediction Correct - Not Sold
2328,5526015005,Beverly Grove,Single Famly,"637 N Curson Ave, Los Angeles, CA 90036",34.082928,-118.3555822,0,0,0,Prediction Correct - Not Sold
2333,5525021017,Beverly Grove,Single Famly,"524 N Detroit St, Los Angeles, CA 90036",34.0810368,-118.3449392,0,0,0,Prediction Correct - Not Sold
2335,5525021018,Beverly Grove,Single Famly,"528 N Detroit St, Los Angeles, CA 90036",34.0811682,-118.3448936,0,0,0,Prediction Correct - Not Sold
2340,5089020019,Beverly Grove,Single Famly,"801 S Dunsmuir Ave, Los Angeles, CA 90036",34.0604287,-118.3493228,0,0,0,Prediction Correct - Not Sold
2348,5089025022,Beverly Grove,Single Famly,"919 S Dunsmuir Ave, Los Angeles, CA 90036",34.0585117,-118.3501074,0,0,0,Prediction Correct - Not Sold
2354,5526023011,Beverly Grove,Single Famly,"511 N Fuller Ave, Los Angeles, CA 90036",34.080682,-118.350077,0,0,0,Prediction Correct - Not Sold
2355,5526022019,Beverly Grove,Single Famly,"512 N Fuller Ave, Los Angeles, CA 90036",34.0806819,-118.3495506,0,0,0,Prediction Correct - Not Sold
2362,5526025021,Beverly Grove,Single Famly,"530 N Gardner St, Los Angeles, CA 90036",34.081147,-118.3529833,0,0,0,Prediction Correct - Not Sold
2375,5089018025,Beverly Grove,Single Famly,"817 Hauser Blvd, Los Angeles, CA 90036",34.0602297,-118.3526586,0,0,0,Prediction Correct - Not Sold
2384,5526024007,Beverly Grove,Single Famly,"521 N Martel Ave, Los Angeles, CA 90036",34.0809059,-118.3513857,0,0,0,Prediction Correct - Not Sold
2388,5526019012,Beverly Grove,Single Famly,"607 N Martel Ave, Los Angeles, CA 90036",34.0821326,-118.3514225,0,0,0,Prediction Correct - Not Sold
2395,5526019008,Beverly Grove,Single Famly,"627 N Martel Ave, Los Angeles, CA 90036",34.0826638,-118.3513769,0,0,0,Prediction Correct - Not Sold
2399,5089018005,Beverly Grove,Single Famly,"822 Masselin Ave, Los Angeles, CA 90036",34.0598468,-118.3533891,0,0,0,Prediction Correct - Not Sold
2402,5086020011,Beverly Grove,Single Famly,"802 S Ogden Dr, Los Angeles, CA 90036",34.0606339,-118.3601452,0,0,0,Prediction Correct - Not Sold
2407,5526021009,Beverly Grove,Single Famly,"617 N Poinsettia Pl, Los Angeles, CA 90036",34.0823694,-118.3489364,0,0,0,Prediction Correct - Not Sold
2427,5526027002,Beverly Grove,Single Famly,"543 N Sierra Bonita Ave, Los Angeles, CA 90036",34.0815548,-118.3545326,0,0,0,Prediction Correct - Not Sold
2428,5526026024,Beverly Grove,Single Famly,"546 N Sierra Bonita Ave, Los Angeles, CA 90036",34.0816798,-118.3540361,0,0,0,Prediction Correct - Not Sold
2435,5089016024,Beverly Grove,Single Famly,"805 S Sierra Bonita Ave, Los Angeles, CA 90036",34.0604458,-118.3549887,0,0,0,Prediction Correct - Not Sold
2440,5089017009,Beverly Grove,Single Famly,"848 S Sierra Bonita Ave, Los Angeles, CA 90036",34.059209,-118.3548635,0,0,0,Prediction Correct - Not Sold
2441,5089016031,Beverly Grove,Single Famly,"849 S Sierra Bonita Ave, Los Angeles, CA 90036",34.0593724,-118.3554452,0,0,0,Prediction Correct - Not Sold
2445,5527025011,Beverly Grove,Single Famly,"513 N Stanley Ave, Los Angeles, CA 90036",34.0806524,-118.3566048,0,0,0,Prediction Correct - Not Sold
2471,5089015002,Beverly Grove,Single Famly,"942 S Stanley Ave, Los Angeles, CA 90036",34.0578324,-118.357651,0,0,0,Prediction Correct - Not Sold
2477,4335003006,Beverly Grove,Single Famly,"132 N Almont Dr, West Hollywood, CA 90048",34.0762927,-118.3874871,0,0,0,Prediction Correct - Not Sold
2485,5511021018,Beverly Grove,Single Famly,"119 S Crescent Heights Blvd, Los Angeles, CA 90048",34.0736133,-118.3661284,0,0,0,Prediction Correct - Not Sold
2486,5514006025,Beverly Grove,Single Famly,"407 N Crescent Heights Blvd, Los Angeles, CA 90048",34.078507,-118.3662156,0,0,0,Prediction Correct - Not Sold
2487,5088003055,Beverly Grove,Single Famly,"6108 Del Valle Dr, Los Angeles, CA 90048",34.060855,-118.3629476,0,0,0,Prediction Correct - Not Sold
2490,5527032011,Beverly Grove,Single Famly,"414 N Edinburgh Ave, Los Angeles, CA 90048",34.0786353,-118.3634779,0,0,0,Prediction Correct - Not Sold
2492,5527032004,Beverly Grove,Single Famly,"448 N Edinburgh Ave, Los Angeles, CA 90048",34.0795962,-118.3634813,0,0,0,Prediction Correct - Not Sold
2511,5514007040,Beverly Grove,Single Famly,"337 N Laurel Ave, Los Angeles, CA 90048",34.0772063,-118.3650301,0,0,0,Prediction Correct - Not Sold
2515,5527033009,Beverly Grove,Single Famly,"426 N Laurel Ave, Los Angeles, CA 90048",34.0789281,-118.3645291,0,0,0,Prediction Correct - Not Sold
2521,5088006018,Beverly Grove,Single Famly,"6642 Moore Dr, Los Angeles, CA 90048",34.0601009,-118.3739355,0,0,0,Prediction Correct - Not Sold
2522,5088007031,Beverly Grove,Single Famly,"6421 W Olympic Blvd, Los Angeles, CA 90048",34.0594295,-118.3704613,0,0,0,Prediction Correct - Not Sold
2526,5514003013,Beverly Grove,Single Famly,"406 N Orlando Ave, Los Angeles, CA 90048",34.078422,-118.372925,0,0,0,Prediction Correct - Not Sold
2527,5514003012,Beverly Grove,Single Famly,"408 N Orlando Ave, Los Angeles, CA 90048",34.0785659,-118.3728339,0,0,0,Prediction Correct - Not Sold
2529,5514003009,Beverly Grove,Single Famly,"416 N Orlando Ave, Los Angeles, CA 90048",34.0789824,-118.3729251,0,0,0,Prediction Correct - Not Sold
2532,5528005057,Beverly Grove,Single Famly,"8163 Rosewood Ave, Los Angeles, CA 90048",34.0802559,-118.3674129,0,0,0,Prediction Correct - Not Sold
2551,5085009005,Beverly Grove,Single Famly,"1042 S Burnside Ave, Los Angeles, CA 90019",34.0561078,-118.3515759,0,0,0,Prediction Correct - Not Sold
2560,5085018008,Beverly Grove,Single Famly,"1184 Carmona Ave, Los Angeles, CA 90019",34.0533001,-118.3555836,0,0,0,Prediction Correct - Not Sold
2565,5085030007,Beverly Grove,Single Famly,"1347 Carmona Ave, Los Angeles, CA 90019",34.0501539,-118.3572664,0,0,0,Prediction Correct - Not Sold
2566,5084032015,Beverly Grove,Single Famly,"1226 S Cloverdale Ave, Los Angeles, CA 90019",34.0527232,-118.3494813,0,0,0,Prediction Correct - Not Sold
2575,5085021020,Beverly Grove,Single Famly,"1236 S Curson Ave, Los Angeles, CA 90019",34.0525766,-118.358773,0,0,0,Prediction Correct - Not Sold
2583,5085009016,Beverly Grove,Single Famly,"1039 S Dunsmuir Ave, Los Angeles, CA 90019",34.0561998,-118.3510116,0,0,0,Prediction Correct - Not Sold
2592,5085012003,Beverly Grove,Single Famly,"5532 Edgewood Pl, Los Angeles, CA 90019",34.0542521,-118.3536305,0,0,0,Prediction Correct - Not Sold
2594,5086017013,Beverly Grove,Single Famly,"1201 S Genesee Ave, Los Angeles, CA 90019",34.0544389,-118.3621971,0,0,0,Prediction Correct - Not Sold
2596,5086016010,Beverly Grove,Single Famly,"1311 S Genesee Ave, Los Angeles, CA 90019",34.0523818,-118.3630645,0,0,0,Prediction Correct - Not Sold
2598,5086016004,Beverly Grove,Single Famly,"1345 S Genesee Ave, Los Angeles, CA 90019",34.0515932,-118.3633384,0,0,0,Prediction Correct - Not Sold
2600,5085006017,Beverly Grove,Single Famly,"1035 Hauser Blvd, Los Angeles, CA 90019",34.0564024,-118.3543416,0,0,0,Prediction Correct - Not Sold
2607,5085018019,Beverly Grove,Single Famly,"1207 Hauser Blvd, Los Angeles, CA 90019",34.0532012,-118.3553301,0,0,0,Prediction Correct - Not Sold
2612,5085032002,Beverly Grove,Single Famly,"1306 Hauser Blvd, Los Angeles, CA 90019",34.0508675,-118.3556219,0,0,0,Prediction Correct - Not Sold
2619,5085019021,Beverly Grove,Single Famly,"1172 Masselin Ave, Los Angeles, CA 90019",34.0538229,-118.3563616,0,0,0,Prediction Correct - Not Sold
2623,5086014008,Beverly Grove,Single Famly,"1223 S Ogden Dr, Los Angeles, CA 90019",34.0540444,-118.3636123,0,0,0,Prediction Correct - Not Sold
2639,5085008034,Beverly Grove,Single Famly,"1024 S Ridgeley Dr, Los Angeles, CA 90019",34.0565381,-118.3524446,0,0,0,Prediction Correct - Not Sold
2656,5085020018,Beverly Grove,Single Famly,"1242 S Sierra Bonita Ave, Los Angeles, CA 90019",34.0523252,-118.3578599,0,0,0,Prediction Correct - Not Sold
2657,5085029001,Beverly Grove,Single Famly,"1302 S Sierra Bonita Ave, Los Angeles, CA 90019",34.0516452,-118.3581795,0,0,0,Prediction Correct - Not Sold
2658,5085029002,Beverly Grove,Single Famly,"1306 S Sierra Bonita Ave, Los Angeles, CA 90019",34.0515138,-118.3582252,0,0,0,Prediction Correct - Not Sold
2664,5086027010,Beverly Grove,Single Famly,"1213 S Spaulding Ave, Los Angeles, CA 90019",34.0538875,-118.3612599,0,0,0,Prediction Correct - Not Sold
2673,5085022022,Beverly Grove,Single Famly,"1212 S Stanley Ave, Los Angeles, CA 90019",34.0534907,-118.3595948,0,0,0,Prediction Correct - Not Sold
2675,5087018007,Beverly Grove,Single Famly,"1039 Stearns Dr, Los Angeles, CA 90035",34.0576009,-118.3689156,0,0,0,Prediction Correct - Not Sold
2677,5085022017,Beverly Grove,Single Famly,"1236 S Stanley Ave, Los Angeles, CA 90019",34.052925,-118.3597774,0,0,0,Prediction Correct - Not Sold
2686,5087025025,Beverly Grove,Single Famly,"1072 Hi Point St, Los Angeles, CA 90035",34.0563179,-118.366671,0,0,0,Prediction Correct - Not Sold
2694,5087018005,Beverly Grove,Single Famly,"1029 Stearns Dr, Los Angeles, CA 90035",34.0578628,-118.3688217,0,0,0,Prediction Correct - Not Sold
2702,5087018013,Beverly Grove,Single Famly,"1067 Stearns Dr, Los Angeles, CA 90035",34.0568421,-118.3692366,0,0,0,Prediction Correct - Not Sold
2704,5087017012,Beverly Grove,Single Famly,"1161 Stearns Dr, Los Angeles, CA 90035",34.0547508,-118.3702342,0,0,0,Prediction Correct - Not Sold
2719,5526020013,Beverly Grove,Single Famly,"7357 Clinton St, Los Angeles, CA 90036",34.0820258,-118.350309,0,0,0,Prediction Correct - Not Sold
2725,5508005015,Beverly Grove,Single Famly,"404 S Cloverdale Ave, Los Angeles, CA 90036",34.0666912,-118.3459579,0,0,0,Prediction Correct - Not Sold
2727,5089021027,Beverly Grove,Single Famly,"816 S Cloverdale Ave, Los Angeles, CA 90036",34.0600535,-118.3468144,0,0,0,Prediction Correct - Not Sold
2733,5089024012,Beverly Grove,Single Famly,"915 S Cloverdale Ave, Los Angeles, CA 90036",34.0584997,-118.3479158,0,0,0,Prediction Correct - Not Sold
2740,5089021001,Beverly Grove,Single Famly,"854 S Cochran Ave, Los Angeles, CA 90036",34.0590838,-118.3481419,0,0,0,Prediction Correct - Not Sold
2742,5089025008,Beverly Grove,Single Famly,"943 S Cochran Ave, Los Angeles, CA 90036",34.0577141,-118.3492767,0,0,0,Prediction Correct - Not Sold
2743,5526027013,Beverly Grove,Single Famly,"502 N Curson Ave, Los Angeles, CA 90036",34.0803777,-118.3550792,0,0,0,Prediction Correct - Not Sold
2744,5526027015,Beverly Grove,Single Famly,"512 N Curson Ave, Los Angeles, CA 90036",34.0806691,-118.3550335,0,0,0,Prediction Correct - Not Sold
2749,5526015004,Beverly Grove,Single Famly,"643 N Curson Ave, Los Angeles, CA 90036",34.0830249,-118.3555691,0,0,0,Prediction Correct - Not Sold
2751,5526015003,Beverly Grove,Single Famly,"647 N Curson Ave, Los Angeles, CA 90036",34.0831717,-118.3555818,0,0,0,Prediction Correct - Not Sold
2770,5089020014,Beverly Grove,Single Famly,"828 S Dunsmuir Ave, Los Angeles, CA 90036",34.0597574,-118.3489615,0,0,0,Prediction Correct - Not Sold
2779,5084020015,Beverly Grove,Single Famly,"5214 Edgewood Pl, Los Angeles, CA 90019",34.0541656,-118.3450762,0,0,0,Prediction Correct - Not Sold
2783,5525026003,Beverly Grove,Single Famly,"459 N Formosa Ave, Los Angeles, CA 90036",34.0799547,-118.346543,0,0,0,Prediction Correct - Not Sold
2787,5525023011,Beverly Grove,Single Famly,"507 N Formosa Ave, Los Angeles, CA 90036",34.0805396,-118.3464459,0,0,0,Prediction Correct - Not Sold
2789,5525023010,Beverly Grove,Single Famly,"513 N Formosa Ave, Los Angeles, CA 90036",34.0806881,-118.3464916,0,0,0,Prediction Correct - Not Sold
2794,5525022020,Beverly Grove,Single Famly,"528 N Formosa Ave, Los Angeles, CA 90036",34.0811452,-118.3459437,0,0,0,Prediction Correct - Not Sold
2798,5525014009,Beverly Grove,Single Famly,"627 N Formosa Ave, Los Angeles, CA 90036",34.0827062,-118.3464747,0,0,0,Prediction Correct - Not Sold
2799,5525014008,Beverly Grove,Single Famly,"633 N Formosa Ave, Los Angeles, CA 90036",34.0828526,-118.3465187,0,0,0,Prediction Correct - Not Sold
2809,5526035027,Beverly Grove,Single Famly,"444 N Fuller Ave, Los Angeles, CA 90036",34.0795513,-118.3496061,0,0,0,Prediction Correct - Not Sold
2816,5526023009,Beverly Grove,Single Famly,"521 N Fuller Ave, Los Angeles, CA 90036",34.080911,-118.350112,0,0,0,Prediction Correct - Not Sold
2821,5526022026,Beverly Grove,Single Famly,"542 N Fuller Ave, Los Angeles, CA 90036",34.0815502,-118.3495963,0,0,0,Prediction Correct - Not Sold
2827,5526017004,Beverly Grove,Single Famly,"637 N Gardner St, Los Angeles, CA 90036",34.0829809,-118.353531,0,0,0,Prediction Correct - Not Sold
2828,5086020002,Beverly Grove,Single Famly,"811 S Genesee Ave, Los Angeles, CA 90036",34.0604877,-118.3597876,0,0,0,Prediction Correct - Not Sold
2833,5089019003,Beverly Grove,Single Famly,"814 Hauser Blvd, Los Angeles, CA 90036",34.0601509,-118.3520189,0,0,0,Prediction Correct - Not Sold
2842,5089018038,Beverly Grove,Single Famly,"923 Hauser Blvd, Los Angeles, CA 90036",34.058528,-118.3533957,0,0,0,Prediction Correct - Not Sold
2844,5526033012,Beverly Grove,Single Famly,"419 N Martel Ave, Los Angeles, CA 90036",34.0788233,-118.3513807,0,0,0,Prediction Correct - Not Sold
2849,5526033005,Beverly Grove,Single Famly,"449 N Martel Ave, Los Angeles, CA 90036",34.0796639,-118.3513868,0,0,0,Prediction Correct - Not Sold
2850,5526034029,Beverly Grove,Single Famly,"464 N Martel Ave, Los Angeles, CA 90036",34.080085,-118.350905,0,0,0,Prediction Correct - Not Sold
2862,5089017026,Beverly Grove,Single Famly,"829 Masselin Ave, Los Angeles, CA 90036",34.0597552,-118.3540746,0,0,0,Prediction Correct - Not Sold
2866,5089017028,Beverly Grove,Single Famly,"841 Masselin Ave, Los Angeles, CA 90036",34.0594695,-118.3542572,0,0,0,Prediction Correct - Not Sold
2871,5089018014,Beverly Grove,Single Famly,"910 Masselin Ave, Los Angeles, CA 90036",34.0586532,-118.353848,0,0,0,Prediction Correct - Not Sold
2880,5086011018,Beverly Grove,Single Famly,"837 S Ogden Dr, Los Angeles, CA 90036",34.0598231,-118.3611497,0,0,0,Prediction Correct - Not Sold
2884,5085004003,Beverly Grove,Single Famly,"5766 W Olympic Blvd, Los Angeles, CA 90036",34.0570923,-118.3554538,0,0,0,Prediction Correct - Not Sold
2905,5526016012,Beverly Grove,Single Famly,"603 N Sierra Bonita Ave, Los Angeles, CA 90036",34.0819926,-118.3545341,0,0,0,Prediction Correct - Not Sold
2912,5526016003,Beverly Grove,Single Famly,"645 N Sierra Bonita Ave, Los Angeles, CA 90036",34.0831431,-118.3545768,0,0,0,Prediction Correct - Not Sold
2937,5089013025,Beverly Grove,Single Famly,"845 S Stanley Ave, Los Angeles, CA 90036",34.0596001,-118.3574069,0,0,0,Prediction Correct - Not Sold
2940,5089013033,Beverly Grove,Single Famly,"913 S Stanley Ave, Los Angeles, CA 90036",34.0586076,-118.3578667,0,0,0,Prediction Correct - Not Sold
2958,5510013022,Beverly Grove,Single Famly,"6516 W 5th St, Los Angeles, CA 90048",34.0681632,-118.3700721,0,0,0,Prediction Correct - Not Sold
2959,5510013021,Beverly Grove,Single Famly,"6520 W 5th St, Los Angeles, CA 90048",34.0681832,-118.3702318,0,0,0,Prediction Correct - Not Sold
2961,5510014025,Beverly Grove,Single Famly,"6656 W 5th St, Los Angeles, CA 90048",34.068473,-118.3727417,0,0,0,Prediction Correct - Not Sold
2963,5510014023,Beverly Grove,Single Famly,"6666 W 5th St, Los Angeles, CA 90048",34.0685129,-118.3730613,0,0,0,Prediction Correct - Not Sold
2964,5510014022,Beverly Grove,Single Famly,"6670 W 5th St, Los Angeles, CA 90048",34.0685071,-118.3732439,0,0,0,Prediction Correct - Not Sold
2966,5510014020,Beverly Grove,Single Famly,"6680 W 5th St, Los Angeles, CA 90048",34.068547,-118.3735634,0,0,0,Prediction Correct - Not Sold
2975,4335003011,Beverly Grove,Single Famly,"108 N Almont Dr, West Hollywood, CA 90048",34.0755731,-118.3874871,0,0,0,Prediction Correct - Not Sold
2976,4335004018,Beverly Grove,Single Famly,"119 N Almont Dr, West Hollywood, CA 90048",34.075847,-118.3879892,0,0,0,Prediction Correct - Not Sold
