Order,Parcel,Neighborhood,House Type,Address,Lat,Lng,Did it sell?,Prediction,Actual,Prediction Result
8204,5505018013,Hancock Park,Single Famly,"325 S Lucerne Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8215,5505005005,Hancock Park,Single Famly,"515 S Rimpau Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8239,5524029024,Hancock Park,Single Famly,"457 N Mansfield Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8242,5524031021,Hancock Park,Single Famly,"443 N Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8253,5515009018,Hancock Park,Single Famly,"160 S Muirfield Rd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8255,5523007014,Hancock Park,Single Famly,"622 Lillian Way, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8260,5515012010,Hancock Park,Single Famly,"131 S Arden Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8273,5524024010,Hancock Park,Single Famly,"503 N Las Palmas Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8275,5515023006,Hancock Park,Single Famly,"134 S Larchmont Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8289,5524034012,Hancock Park,Single Famly,"409 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8291,5515001003,Hancock Park,Single Famly,"214 S June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8301,5515022001,Hancock Park,Single Famly,"200 S Larchmont Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8307,5505007001,Hancock Park,Single Famly,"604 S Rimpau Blvd, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8309,5507018025,Hancock Park,Single Famly,"633 S Mccadden Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8383,5505025017,Hancock Park,Single Famly,"315 S Plymouth Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8384,5505019013,Hancock Park,Single Famly,"433 S Lucerne Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8399,5504010004,Hancock Park,Single Famly,"526 S Irving Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8403,5507021026,Hancock Park,Single Famly,"624 S Orange Dr, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8408,5507007010,Hancock Park,Single Famly,"349 S Orange Dr, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8414,5507013022,Hancock Park,Single Famly,"412 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8434,5515008002,Hancock Park,Single Famly,"227 S Muirfield Rd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8440,5516011006,Hancock Park,Single Famly,"128 S Van Ness Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8447,5515009015,Hancock Park,Single Famly,"235 S Rossmore Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8448,5524035017,Hancock Park,Single Famly,"341 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8455,5523032023,Hancock Park,Single Famly,"425 N Beachwood Dr, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8466,5524019009,Hancock Park,Single Famly,"608 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8472,5515001005,Hancock Park,Single Famly,"232 S June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8485,5524035010,Hancock Park,Single Famly,"303 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8502,5515017011,Hancock Park,Single Famly,"156 N Arden Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8504,5513012022,Hancock Park,Single Famly,"109 S Las Palmas Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8514,5505021001,Hancock Park,Single Famly,"605 S Lucerne Blvd, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8516,5090017005,Hancock Park,Single Famly,"81 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8528,5090032028,Hancock Park,Single Famly,"714 Lorraine Blvd, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8530,5090016008,Hancock Park,Single Famly,"87 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8580,5505026005,Hancock Park,Single Famly,"314 S Plymouth Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8587,5505024015,Hancock Park,Single Famly,"447 S Plymouth Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8592,5505008009,Hancock Park,Single Famly,"536 S Rimpau Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8593,5504016045,Hancock Park,Single Famly,"512 S Norton Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8595,5505027012,Hancock Park,Single Famly,"455 S Windsor Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8597,5505017005,Hancock Park,Single Famly,"344 S Rossmore Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8599,5507005024,Hancock Park,Single Famly,"312 S Mansfield Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8608,5524030025,Hancock Park,Single Famly,"461 N Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8612,5513007019,Hancock Park,Single Famly,"109 N Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8631,5515020024,Hancock Park,Single Famly,"113 S Larchmont Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8645,5523036009,Hancock Park,Single Famly,"342 N Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8646,5516003004,Hancock Park,Single Famly,"230 S Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8649,5516006034,Hancock Park,Single Famly,"136 N Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8668,5523003013,Hancock Park,Single Famly,"464 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8672,5523008026,Hancock Park,Single Famly,"550 N Cahuenga Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8676,5515018006,Hancock Park,Single Famly,"222 N Lucerne Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8682,5516006005,Hancock Park,Single Famly,"225 N Norton Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8707,5523015025,Hancock Park,Single Famly,"527 N Lucerne Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8712,5513009016,Hancock Park,Single Famly,"117 N Las Palmas Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8714,5516001011,Hancock Park,Single Famly,"276 S Windsor Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8730,5505014002,Hancock Park,Single Famly,"620 S Rossmore Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8744,5090003025,Hancock Park,Single Famly,"945 Keniston Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
8759,5084007006,Hancock Park,Single Famly,"937 S Longwood Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
8798,5504011008,Hancock Park,Single Famly,"526 S Bronson Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8800,5507002014,Hancock Park,Single Famly,"333 S Las Palmas Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8802,5505002007,Hancock Park,Single Famly,"440 S June St, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
8813,5513008004,Hancock Park,Single Famly,"164 N Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8817,5513014007,Hancock Park,Single Famly,"130 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8820,5084003036,Hancock Park,Single Famly,"825 S Orange Dr, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8832,5507010020,Hancock Park,Single Famly,"428 S Sycamore Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8833,5507008011,Hancock Park,Single Famly,"355 S Sycamore Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8838,5084001017,Hancock Park,Single Famly,"842 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8842,5513027019,Hancock Park,Single Famly,"243 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8851,5507005005,Hancock Park,Single Famly,"323 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
8853,5522015022,Hancock Park,Single Famly,"531 N Wilton Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8860,5516004004,Hancock Park,Single Famly,"123 S Norton Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8866,5524019008,Hancock Park,Single Famly,"612 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8869,5524025010,Hancock Park,Single Famly,"521 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8875,5513028018,Hancock Park,Single Famly,"229 S Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8878,5524032021,Hancock Park,Single Famly,"455 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8903,5516002013,Hancock Park,Single Famly,"269 S Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8927,5524024007,Hancock Park,Single Famly,"514 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8928,5515010009,Hancock Park,Single Famly,"131 S Rossmore Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8932,5516007007,Hancock Park,Single Famly,"129 N Van Ness Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8934,5515032024,Hancock Park,Single Famly,"220 N Plymouth Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8941,5524023004,Hancock Park,Single Famly,"532 N Las Palmas Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8946,5524022005,Hancock Park,Single Famly,"526 N Cherokee Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8949,5524033005,Hancock Park,Single Famly,"440 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
8975,5505014011,Hancock Park,Single Famly,"615 S Arden Blvd, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8976,5090015032,Hancock Park,Single Famly,"125 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
8985,5090018010,Hancock Park,Single Famly,"106 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9011,5081028008,Hancock Park,Single Famly,"1218 S Gramercy Pl, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9033,5081024032,Hancock Park,Single Famly,"1103 S Wilton Pl, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9039,5090006025,Hancock Park,Single Famly,"954 Keniston Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9056,5505005007,Hancock Park,Single Famly,"435 S Rimpau Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9058,5507016015,Hancock Park,Single Famly,"401 S June St, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9065,5505003010,Hancock Park,Single Famly,"345 S Hudson Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9072,5504012015,Hancock Park,Single Famly,"414 S Irving Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9075,5524026018,Hancock Park,Single Famly,"538 N Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9076,5513014031,Hancock Park,Single Famly,"101 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9088,5507005026,Hancock Park,Single Famly,"302 S Mansfield Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9097,5507012001,Hancock Park,Single Famly,"401 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9113,5515031008,Hancock Park,Single Famly,"144 S Plymouth Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9117,5515012021,Hancock Park,Single Famly,"124 S Rossmore Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9123,5522013015,Hancock Park,Single Famly,"518 N Gramercy Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9125,5515030012,Hancock Park,Single Famly,"260 S Plymouth Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9142,5522029022,Hancock Park,Single Famly,"384 N Ridgewood Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9181,5522022003,Hancock Park,Single Famly,"5011 Elmwood Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9186,5523017041,Hancock Park,Single Famly,"565 N Gower St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9207,5515017010,Hancock Park,Single Famly,"202 N Arden Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9213,5523008032,Hancock Park,Single Famly,"520 N Cahuenga Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9215,5523030033,Hancock Park,Single Famly,"533 N Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9219,5090016020,Hancock Park,Single Famly,"134 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9227,5092012021,Hancock Park,Single Famly,"826 Westchester Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9240,5090015036,Hancock Park,Single Famly,"133 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9242,5092012015,Hancock Park,Single Famly,"858 Westchester Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9254,5081013003,Hancock Park,Single Famly,"1219 4Th Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9259,5090002019,Hancock Park,Single Famly,"956 S Longwood Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9281,5084007010,Hancock Park,Single Famly,"959 S Longwood Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9283,5083004005,Hancock Park,Single Famly,"1023 Keniston Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9289,5081026024,Hancock Park,Single Famly,"1027 S Gramercy Pl, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9291,5084008008,Hancock Park,Single Famly,"1025 S Longwood Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9303,5090006014,Hancock Park,Single Famly,"969 S Hudson Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9329,5504011020,Hancock Park,Single Famly,"555 S Norton Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9333,5504005009,Hancock Park,Single Famly,"311 S Irving Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9334,5505018001,Hancock Park,Single Famly,"354 S Arden Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9341,5507005017,Hancock Park,Single Famly,"348 S Mansfield Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9348,5524026014,Hancock Park,Single Famly,"520 N Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9354,5507010022,Hancock Park,Single Famly,"418 S Sycamore Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9360,5084007021,Hancock Park,Single Famly,"950 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9364,5507028014,Hancock Park,Single Famly,"716 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9374,5515021026,Hancock Park,Single Famly,"5008 W 2nd St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9390,5523021021,Hancock Park,Single Famly,"317 N Gower St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9403,5524024003,Hancock Park,Single Famly,"536 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9407,5524034019,Hancock Park,Single Famly,"465 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9413,5524036008,Hancock Park,Single Famly,"314 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9414,5524037021,Hancock Park,Single Famly,"357 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9415,5515016016,Hancock Park,Single Famly,"123 N Lucerne Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9418,5515001011,Hancock Park,Single Famly,"237 S Hudson Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9430,5524020014,Hancock Park,Single Famly,"617 N Cherokee Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9445,5523035032,Hancock Park,Single Famly,"313 N Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9453,5516010025,Hancock Park,Single Famly,"238 S Van Ness Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9475,5515026010,Hancock Park,Single Famly,"139 N Beachwood Dr, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9484,5090004015,Hancock Park,Single Famly,"852 S Tremaine Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9486,5090017002,Hancock Park,Single Famly,"73 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9490,5092028020,Hancock Park,Single Famly,"743 Gramercy Dr, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9492,5092014026,Hancock Park,Single Famly,"865 3Rd Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9506,5092006006,Hancock Park,Single Famly,"722 S Bronson Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9550,5081029012,Hancock Park,Single Famly,"3255 Country Club Dr, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9557,5081029002,Hancock Park,Single Famly,"1130 S Gramercy Dr, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9559,5084007022,Hancock Park,Single Famly,"953 S Longwood Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9565,5090012013,Hancock Park,Single Famly,"945 S Muirfield Rd, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9571,5081028004,Hancock Park,Single Famly,"3250 Country Club Dr, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9585,5504004012,Hancock Park,Single Famly,"357 Lorraine Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9589,5505003013,Hancock Park,Single Famly,"315 S Hudson Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9594,5505012008,Hancock Park,Single Famly,"501 S Rossmore Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9597,5504011012,Hancock Park,Single Famly,"502 S Bronson Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9601,5504020014,Hancock Park,Single Famly,"416 S Van Ness Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9611,5513015025,Hancock Park,Single Famly,"141 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9615,5507012015,Hancock Park,Single Famly,"458 S Mansfield Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9621,5507014004,Hancock Park,Single Famly,"420 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9636,5524018006,Hancock Park,Single Famly,"612 N Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9640,5507022026,Hancock Park,Single Famly,"622 S Sycamore Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9659,5515003015,Hancock Park,Single Famly,"175 N Hudson Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9662,5515032019,Hancock Park,Single Famly,"101 N Windsor Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9669,5523003005,Hancock Park,Single Famly,"370 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9688,5516021004,Hancock Park,Single Famly,"127 N St Andrews Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9696,5522027025,Hancock Park,Single Famly,"317 N Van Ness Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9700,5523035024,Hancock Park,Single Famly,"403 N Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9720,5523006017,Hancock Park,Single Famly,"626 N Cahuenga Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9723,5516010002,Hancock Park,Single Famly,"248 S Van Ness Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9724,5516005004,Hancock Park,Single Famly,"232 N Windsor Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9734,5516002019,Hancock Park,Single Famly,"233 S Irving Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9735,5524033004,Hancock Park,Single Famly,"444 N Mccadden Pl, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9737,5523028014,Hancock Park,Single Famly,"526 N Beachwood Dr, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9756,5516007012,Hancock Park,Single Famly,"108 N Norton Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9759,5516006006,Hancock Park,Single Famly,"219 N Norton Ave, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9762,5523029003,Hancock Park,Single Famly,"580 N Plymouth Blvd, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9769,5523001003,Hancock Park,Single Famly,"634 N June St, Los Angeles, CA 90004",,,0,1,0,Prediction Incorrect - Not Sold
9784,5092028004,Hancock Park,Single Famly,"719 S St Andrews Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9788,5090005012,Hancock Park,Single Famly,"822 Keniston Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9791,5092010029,Hancock Park,Single Famly,"4047 Leeward Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9795,5505007004,Hancock Park,Single Famly,"624 S Rimpau Blvd, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9797,5090014011,Hancock Park,Single Famly,"101 Fremont Pl, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9811,5092002016,Hancock Park,Single Famly,"877 S Bronson Ave, Los Angeles, CA 90005",,,0,1,0,Prediction Incorrect - Not Sold
9819,5084007003,Hancock Park,Single Famly,"917 S Longwood Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9851,5092020016,Hancock Park,Single Famly,"975 Westchester Pl, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9852,5092022023,Hancock Park,Single Famly,"914 Westchester Pl, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9855,5090007001,Hancock Park,Single Famly,"901 S Rimpau Blvd, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9871,5083003011,Hancock Park,Single Famly,"1059 S Hudson Ave, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9875,5081028003,Hancock Park,Single Famly,"1245 S St Andrews Pl, Los Angeles, CA 90019",,,0,1,0,Prediction Incorrect - Not Sold
9881,5505005015,Hancock Park,Single Famly,"526 S Hudson Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9883,5504006005,Hancock Park,Single Famly,"414 Lorraine Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9894,5505024016,Hancock Park,Single Famly,"441 S Plymouth Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9900,5507003017,Hancock Park,Single Famly,"325 S Mccadden Pl, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9901,5505019006,Hancock Park,Single Famly,"418 S Arden Blvd, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9904,5504012007,Hancock Park,Single Famly,"417 S Norton Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9906,5507002010,Hancock Park,Single Famly,"363 S Las Palmas Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9907,5504019008,Hancock Park,Single Famly,"538 S Van Ness Ave, Los Angeles, CA 90020",,,0,1,0,Prediction Incorrect - Not Sold
9910,5507010015,Hancock Park,Single Famly,"458 S Sycamore Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9911,5513015021,Hancock Park,Single Famly,"161 S Citrus Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9918,5507013011,Hancock Park,Single Famly,"465 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9921,5084007020,Hancock Park,Single Famly,"946 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
9923,5084006030,Hancock Park,Single Famly,"949 S Highland Ave, Los Angeles, CA 90036",,,0,1,0,Prediction Incorrect - Not Sold
